id,Company,About company,Company outlook,Company size (number of employees),Company type,Compensation band,Contact details,Content,How to apply,Last edited time,Market,Priority,Scope of AI,Status,Tips,Website
167,Figma,Collaborative design platform. IPO July 2025 at $19.3B valuation (NYSE: FIG). $1.06B TTM revenue. 85% of monthly active users outside the US.,Very positive,,Giant/Unicorn,1cr+,Dylan Field (CEO) — http://linkedin.com/in/dylanfield | X: @zoink | Apply via http://figma.com/careers,"Dear Figma,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
In the last few months I've gone deeper into AI productivity directly: side projects, the latest tools, mentoring startups, rebuilding my workflows for an AI-led world. Figma is exactly where I want to do that next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 19, 2026 8:33 AM",International,High,"Growing fast. Figma Make (AI design agents), Code to Canvas (Claude-generated code to Figma), Figma Weave (AI canvas), AI design agents, Check designs against design system, Chrome extension for website-to-canvas.",Ready,"Apply at http://figma.com/careers. Publicly listed since July 2025. India has a huge Figma user base — 85% of MAUs outside US. Best PM angle: AI features team (Figma Make, Weave, Code to Canvas) or developer handoff (the Anthropic partnership is a live product direction). Dylan Field is reachable but selective. Figma PM bar is very high — expect design-quality thinking in interviews. Reference the Anthropic Code to Canvas partnership specifically.",https://figma.com
168,Nvidia,"AI compute platform. $3T+ market cap. Dominates AI training and inference hardware globally. GTC 2026 major launches. Large India R&D presence (Hyderabad, Pune, Bangalore).",Very positive,,Giant/Unicorn,1cr+,Jensen Huang (CEO) — not reachable cold. Apply via http://nvidia.com/en-us/about-nvidia/careers | LinkedIn: http://linkedin.com/company/nvidia/jobs,"Dear Nvidia,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
In the last few months I've gone deeper into AI productivity directly: side projects, the latest tools, mentoring startups, rebuilding my workflows for an AI-led world. Nvidia is exactly where I want to do that next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 19, 2026 8:35 AM",International,High,"Core and expanding. GPUs power all AI. Software stack: CUDA-X, NIM, NeMo, Omniverse, Vera Rubin. Now building AI software products and agents alongside chips.",Ready,"Apply at http://nvidia.com/en-us/about-nvidia/careers. India offices in Hyderabad, Pune, Bangalore — significant PM hiring locally. Best angle: PM for NVIDIA NIM (inference microservices), AI software stack, or enterprise AI products (DGX, Omniverse). Not a DM-founder company — formal hiring only. Reference GTC 2026 announcements: Vera Rubin, DGX Station, industrial AI partnerships. PM roles at Nvidia are product-software focused, not chip design.",https://nvidia.com
169,Snowflake,Data cloud adding AI and ML (Cortex). Large India org.,Positive,large,Giant/Unicorn,1cr+,"Public company (NYSE: SNOW), new CEO Sridhar Ramaswamy driving an AI-focused reorg. Careers via http://careers.snowflake.com","Dear Snowflake,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
The push toward the agentic enterprise with Cortex and Snowflake Intelligence is exactly the kind of product transformation I want to work on next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 21, 2026 12:36 PM",International,Medium,Growing. AI and ML on the data cloud.,Ready,"Multiple open AI PM roles: Staff PM — Applied AI, Senior PM — Applied AI, Senior PM — AI & LLMs ($235k-$368k base range), Staff PM evolving Snowflake Tasks into a full agent platform. Pushing hard into 'the agentic enterprise' with Snowflake Cortex and Snowflake Intelligence. BUT: undergoing real restructuring under new CEO Ramaswamy — ~700 roles cut, including ~70 technical writers (March 2026), with another smaller round expected H2 2026 tied to Cortex Code/Snowflake Intelligence GA. Q4 FY2026 product revenue still grew 30% though, so this is a reshaping (toward AI), not a company in trouble. Good target but worth understanding the reorg context before any conversation.",https://snowflake.com
170,Vercel,Frontend cloud and AI app generation platform (v0). 11M+ developers. Pre-IPO. SF-based. CEO Guillermo Rauch is very active. v0 is the fastest-growing product.,Very positive,,Giant/Unicorn,1cr+,Guillermo Rauch (CEO) — http://linkedin.com/in/guillermorauch | X: @rauchg | Apply via http://vercel.com/careers,"Dear Vercel,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
In the last few months I've gone deeper into AI productivity directly: side projects, the latest tools, mentoring startups, rebuilding my workflows for an AI-led world. Vercel is exactly where I want to do that next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 19, 2026 8:33 AM",International,High,"Core to v0. v0: UI generation from natural language, converts designs to React/Tailwind code. AI SDK. Next.js is the backbone of AI-native web apps. Stripe Agent Toolkit integrates with Vercel AI SDK.",Ready,"Apply at http://vercel.com/careers. CEO Guillermo Rauch is one of the most accessible large-company CEOs on X. DMs and tweets get responses if the take is sharp. v0 is the fastest-growing Vercel product — PM for v0 or AI SDK is the highest-leverage role. Vercel powers 11M+ developers and is used by Cursor, Linear, Stripe — the network is the moat. No India office confirmed but remote-friendly. PM interviews at Vercel are deeply technical: expect to reason about developer workflows, Next.js architecture, and AI generation quality.",https://vercel.com
171,Shopify,"Commerce platform for internet businesses. $9B+ revenue (est 2026). Sidekick AI merchant assistant, Brand Agents, Copilot Checkout. Tobi's AI-first memo drove major internal transformation.",Positive,,Giant/Unicorn,1cr+,Tobi Lütke (CEO) — http://linkedin.com/in/tobiaslutke | X: @tobi | Apply via http://shopify.com/careers,"Dear Shopify,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
In the last few months I've gone deeper into AI productivity directly: side projects, the latest tools, mentoring startups, rebuilding my workflows for an AI-led world. Shopify is exactly where I want to do that next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 19, 2026 8:33 AM",International,High,"Growing fast. Sidekick (AI merchant assistant), Brand Agents (AI shopping assistant for brands), Hydrogen AI (React storefront with AI context), Copilot Checkout integration.",Ready,"Apply at http://shopify.com/careers. Tobi's April 2025 AI memo ('prove AI can't do it before hiring') changed the internal culture — senior PM roles are now higher leverage than before because fewer people do more. Best PM angle: Sidekick AI product, Brand Agents, or agentic commerce infrastructure. Tobi is active on X and LinkedIn but prefers sharp intellectual takes, not job requests. India presence: Shopify has India users but no confirmed India engineering office. Remote-friendly.",https://shopify.com
172,Vodex,Generative AI voice agents for outbound sales.,Positive,small,Startup,50LPA,"Anshul Shrivastava (CEO), Kumar Saurav (Co-founder) — Bengaluru/Rewa HQ. Careers via http://vodex.ai or LinkedIn","Dear Vodex,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
A focused, compliant voice AI niche with real traction is exactly the kind of early-stage bet I want next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",DM Founder,"June 21, 2026 5:04 PM",International,Medium,Core. Voice AI for sales.,Ready,"Small but real: ~$2.32M raised across 3 rounds (Unicorn India Ventures, http://100X.VC, Pentathlon Ventures, Google Accelerator), ~27-35 employees. Launched http://DROS.ai (Debt Resolution Operating System, April 2026), a new product for intelligent generative-AI-powered debt recovery engagement. Focused squarely on US/Canada outbound calling for debt collection, lead qualification, mortgage reminders — with built-in FDCPA, TCPA, GLBA, HIPAA, Regulation F compliance engines, a real differentiator in a regulated space. Partnership with Krisp for AI noise cancellation. Selected for Forbes India-DGEMS 2024. Much smaller scale than most companies in this batch — early-stage, narrow but defensible niche (compliant voice AI for collections).",https://vodex.ai
173,Atlan,"Active metadata management and data governance platform. $206M raised (Series C May 2024 led by GIC/Meritech). India-origin, Bangalore HQ. PromptQL AI for natural-language data access.",Positive,,Startup,1cr+,Prukalpa Sankar (Co-CEO) — X: @prukalpa | http://linkedin.com/in/prukalpa | Apply via http://atlan.com/careers,"Hi Prukalpa.

I've been following Atlan and I want to work with you.
I've got 10 years building product in dynamic industries like social media, leading teams of 20+.
Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta. Since then: 25M+ users, $50M+ pipeline, $3M raised, and a patent that cuts conversational AI costs 90%.

Now I'm after the next big thing.
Check out http://tanishksharma.com if the pitch was compelling.

Worth 5 minutes?
+91 89712 58254",DM Founder,"June 20, 2026 12:43 PM",Indian,High,Growing. PromptQL: natural language queries across the entire data ecosystem. AI metadata understanding and data lineage for AI pipelines.,Reached out,"Apply at http://atlan.com/careers. Bangalore HQ, India-origin. Salesforce Ventures and Peak XV investors. Best PM angle: PromptQL (AI for data discovery) or AI governance for enterprise data. Co-founder Prukalpa Sankar is very active on LinkedIn with strong following. Peak XV-backed means strong India VC network. Data teams at AI companies are a key customer.",https://atlan.com
174,Eightfold AI,"AI talent intelligence platform. $410M raised, $2.1B valuation (Series E 2021, no new round). 863 employees. India-origin founders (ex-Google). $168M revenue est.",Positive,,Startup,1cr+,"Ashutosh Garg (CEO, Co-founder) — http://linkedin.com/in/ashugarg | Apply via http://eightfold.ai/company/careers","Hi Ashutosh.

I've been following Eightfold and I want to work with you.
I've got 10 years building product in dynamic industries like social media, leading teams of 20+.
Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta. Since then: 25M+ users, $50M+ pipeline, $3M raised, and a patent that cuts conversational AI costs 90%.

Now I'm after the next big thing.
Check out http://tanishksharma.com if the pitch was compelling.

Worth 5 minutes?
+91 89712 58254",Website,"June 21, 2026 5:54 PM",Indian,High,"Core. AI matching engine for talent acquisition, internal mobility, workforce planning. Talent Intelligence Platform (TIP) with skills graph across 1B+ career profiles.",Ready,"Apply at http://eightfold.ai/company/careers. No new funding since 2021 — not a growth-ramp situation. But $168M revenue and 863 employees is a mature mid-stage. TalentForge launched May 2026 — first major new product in a while, enables enterprises to build custom HR software on top of Eightfold. CEO Ashutosh Garg (founded BloomReach, ex-Google) is reachable. India connection is strong — company was founded by Indian-origin ex-Googlers. PM for TalentForge is the sharpest angle.",https://eightfold.ai
175,Whatfix,"Digital adoption platform (DAP) with AI. Pre-IPO, 1,100+ employees, Bangalore HQ. Mirror AI (contextual AI guidance layer). ~$200M+ ARR estimated.",Positive,,Startup,1cr+,Khadim Batti (CEO) — mailto:khadim@whatfix.com | http://linkedin.com/in/khadim | Apply via http://whatfix.com/careers,"Subject: Whatfix + me

Hi Khadim,

I've been following Whatfix and I want to work with you.
I've got 10 years building product in dynamic industries like social media, leading teams of 20+.
Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta. Since then: 25M+ users, $50M+ pipeline, $3M raised, and a patent that cuts conversational AI costs 90%.

Now I'm after the next big thing.
Check out http://tanishksharma.com if the pitch was compelling.

Worth 5 minutes?
Tanishk
+91 89712 58254
http://tanishksharma.com",Email,"June 20, 2026 12:19 PM",Indian,High,"Growing. Mirror AI: contextual AI overlay that guides users through enterprise software in real time. AI-powered analytics, smart nudges, and workflow automation on top of any web app.",Reached out,"Apply at http://whatfix.com/careers. Bangalore HQ — India-first. Pre-IPO, likely 2026-2027. Best PM angle: Mirror AI product (the generative AI layer that makes digital adoption intelligent rather than scripted), or enterprise expansion in the US. CEO Khadim Batti is reachable on LinkedIn. Company is going through an AI transformation of its own core product — big PM opportunity.",https://whatfix.com
176,QpiAI,"AI plus quantum deeptech, Bengaluru. QpiAI Pro for production AI.",,,Startup,50LPA,,,DM Founder,"June 17, 2026 8:38 PM",Indian,Low,Core. AI and quantum platform.,Not started,,https://qpiai.tech
177,Neysa,"AI cloud and GPU infrastructure. 2026 breakout, well-funded.",Very positive,,Startup,70LPA,"Sharad Sanghi (Co-Founder & CEO) — Mumbai HQ, offices in Bengaluru and Chennai. Apply via http://neysa.ai careers","Dear Neysa,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
India's sovereign AI infrastructure push is exactly the wave I want to build product on next, and Neysa is at the center of it.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",DM Founder,"June 21, 2026 4:04 AM",Indian,Medium,Core. AI compute platform.,Ready,"Raised $600M-$1.2B+ from Blackstone (Feb 2026), with Teachers' Venture Growth, TVS Capital, 360 ONE, Nexus Venture Partners also participating. Seeking another $600M in debt financing. Currently ~1,200 GPUs live, targeting 20,000+ GPUs as India's sovereign AI compute push accelerates. Revenue expected to more than triple next year. 110 employees, founded 2023. This is one of the best-funded pure India AI infra plays right now — directly tied to India AI Impact Summit (Feb 2026) and government sovereign AI push. Good DM Founder target given recency and momentum.",https://neysa.ai
178,InVideo,AI video generation platform for creators and marketers. $52.5M raised (Tiger Global-backed). Mumbai HQ. Competing with HeyGen and Synthesia in creator-to-SMB segment.,Positive,,Startup,70LPA,Sanket Shah (CEO) — X: @_sankyy | http://linkedin.com/in/sanketshah | Apply via http://invideo.io/careers,"Hi Sanket.

I've been following InVideo and I want to work with you.
I've got 10 years building product in dynamic industries like social media, leading teams of 20+.
Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta. Since then: 25M+ users, $50M+ pipeline, $3M raised, and a patent that cuts conversational AI costs 90%.

Now I'm after the next big thing.
Check out http://tanishksharma.com if the pitch was compelling.

Worth 5 minutes?
+91 89712 58254",DM Founder,"June 20, 2026 12:42 PM",Indian,High,"Core. AI video generation, script-to-video, AI voiceover, text-to-video. Targeting content creators, SMBs, and marketers.",Reached out,"Apply at http://invideo.io/careers. Mumbai HQ, Indian-founded. Tiger Global-backed. Consumer-facing AI video — competing with HeyGen and Synthesia but at a lower price point for SMBs and creators. PM angle: consumer growth, creator monetisation, or India-first video creation market. Compensation is lower than international peers but strong for India market. CEO Sanket Shah is reachable on LinkedIn.",https://invideo.io
179,Composio,Tooling and integrations for AI agents.,Positive,small,Startup,60LPA,"Soham Ganatra (CEO, Co-founder), Karan Vaidya (Co-founder) — SF HQ, founded 2023 (YC). Careers via http://composio.dev","Dear Composio,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
Building the connective tissue between AI agents and the tools they act on is exactly the kind of infrastructure problem I want next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",DM Founder,"June 21, 2026 4:06 AM",Indian,Medium,Core. Agent integration infrastructure.,Ready,"$29M total raised, Series A ($25M) led by Lightspeed Venture Partners, with angel backing from Vercel CEO Guillermo Rauch and HubSpot founder Dharmesh Shah — strong signal of credibility in the dev-tools space. 71 employees as of May 2026. Connects AI agents to 900+ SaaS tools/integrations (Asana, Linear, GitHub, Slack, etc.) for agentic workflows. Customers include Glean and 200+ enterprise/startup accounts, 100,000+ developers using the platform. Smaller and earlier-stage than most others in this batch — good 0-to-1 DM Founder target, less capital cushion than peers.",https://composio.dev
180,Postman,"API platform for developers. $434M raised, $5.75B valuation (Series D 2021, no new round). Bangalore HQ + SF office. 800K+ active API collections. AI across API workflows.",Positive,,Startup,1cr+,Abhinav Asthana (CEO) — X: @a85 | http://linkedin.com/in/abhinavasthana | Apply via http://postman.com/company/careers,"Dear Postman,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
In the last few months I've gone deeper into AI productivity directly: side projects, the latest tools, mentoring startups, rebuilding my workflows for an AI-led world. Postman is exactly where I want to do that next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 19, 2026 8:32 AM",Indian,High,"Growing. AI across API documentation, testing, and discovery. Postman AI Assistant. Integrates with Claude, GPT for API generation and debugging.",Ready,"Apply at http://postman.com/company/careers. Bangalore HQ. No new round since 2021 — either profitable or quiet before IPO. 800K+ active API collections, 30M developers on platform. Best PM angle: AI for API development (generation, testing, documentation) or the AI Agent economy (Stripe, OpenAI, Anthropic all use Postman for their agent API testing). CEO Abhinav Asthana is reachable on LinkedIn.",https://postman.com
181,Hasura,Data access platform; PromptQL for AI on enterprise data.,Positive,small,Startup,80LPA,"Tanmai Gopal (CEO, Co-founder), Rajoshi Ghosh (Co-founder) — SF and Bangalore offices. Careers via http://hasura.io/careers","Dear Hasura,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
Bridging legacy enterprise data with AI through PromptQL is exactly the kind of unglamorous, high-value problem I want to work on next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 21, 2026 7:16 AM",Indian,Medium,Growing. AI data access (PromptQL).,Ready,"$239M total raised, unicorn since 2022 ($1B valuation). Originally a GraphQL data-access company, now pivoted toward AI: launched PromptQL, a universal data access/AI integration layer for enterprises to deliver AI transformation on existing data and systems. 51-200 employees per most sources (note: one data aggregator showed a likely-erroneous '5 employees' figure — disregard). Partnership with Snowflake for instant GraphQL data APIs. Currently only ~4 open roles per most job boards — smaller, more mature hiring pace than the hypergrowth AI startups in this batch. Good India connection given Bangalore presence.",https://hasura.io
182,Adyen,"Global payments platform. Hiring Head of Product India, Bangalore.",Positive,large,Giant/Unicorn,1cr+,Public company (Euronext Amsterdam: ADYEN). Careers via http://careers.adyen.com,"Dear Adyen,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
Your Operations AI and Agentic Commerce work is exactly the space I want to build product in next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 21, 2026 4:58 PM",International,Medium,"Growing. AI in fraud, risk and payments ops.",Ready,"Open AI PM role: Product Manager, Operations AI (Madrid) — building AI/ML capabilities from scratch for support/commercial teams, requires 4+ years PM experience with AI/ML. Separate Applied Gen(AI) engineering team within Payments department building intelligent systems for payment complexity at scale. New role: Commercial Lead for Agentic Commerce (bridging merchants and AI platforms) — signals real strategic investment in agentic commerce as a category. Customers include Meta, Uber, H&M, Microsoft, Spotify, eBay, Oracle, Faire. Culture is explicitly high-bar ('Adyen Formula,' only hires 'exceptional people who quickly gain traction') but employee reviews are mixed (2.9/5 on Indeed, some citing bureaucracy and 'old technologies, losing market share' in 2026 reviews) — worth weighing against the official narrative. European HQ (Amsterdam) with NYC, Chicago, SF offices.",https://adyen.com
183,Scapia,Travel fintech and credit card startup. Bengaluru.,Very positive,small,Startup,70LPA,"Anil Goteti (CEO, Founder, ex-Flipkart SVP) — Bengaluru HQ. Careers via http://scapia.freshteam.com","Dear Scapia,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
Your explicit mandate to build an AI-native organisation right after doubling your valuation is exactly the timing I want next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 21, 2026 4:59 PM",Indian,Medium,Growing. AI in travel rewards and credit.,Ready,"$63M raised (May 2026) led by General Catalyst, with Peak XV Partners and Z47 — valuation more than doubled to $500M+ from ~$200M a year earlier. $135M total raised since 2022 founding. Flight bookings grew ~6x, hotel bookings ~8x in past year; Tier-II/III cities driving growing share of demand. Explicitly raising to build an 'AI-native organisation,' with new capital going toward AI-focused engineering and product hiring. ~270 employees. Open PM role found: Product Manager — Travel & Cards Business (Bangalore, 4-8 yrs exp) via iimjobs. Strong India-based fintech/travel target with real momentum and an explicit AI hiring mandate.",https://scapia.app
184,Spinny,Full-stack used-car marketplace. Gurugram.,Positive,medium,Startup,70LPA,"Niraj Singh (CEO, Co-founder). Gurugram HQ. Careers via http://spinny.com/careers","Dear Spinny,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
India's largest used-car platform heading toward IPO is exactly the kind of scale and rigor I want to build product in next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 21, 2026 4:59 PM",Indian,Medium,"Growing. AI in pricing, inspection and buyer matching.",Ready,"Preparing for IPO within 12-18 months — appointed Kotak Mahindra Capital, Morgan Stanley, Citigroup as advisers, expected INR 4,000-5,500 crore public issue. Raised $170M (Series F extension) led by Fidelity Investments and Accel Leaders Fund at ~$1.5B valuation, plus an earlier $131M round led by Accel Leaders Fund. FY25 revenue rose 25% with losses narrowing significantly. Doubled retail footprint to 50+ cities, 100+ car hubs. Internal restructuring integrated Spinny Car Hub, Truebil, and CarChoice under Spinny Holdings ahead of the listing. Open Sr. Staff PM — Merchants role spotted on Wellfound. India's largest full-stack used-car retailer — a credible, IPO-track target rather than hypergrowth AI-native startup, but real scale and stability.",https://spinny.com
185,Redwood Software,Enterprise IT and finance automation platform. Hyderabad office.,Positive,medium,MNC/Corporate,80LPA,"Owned by Vista Equity Partners and Warburg Pincus (acquired Sep 2024). Houten, Netherlands HQ, global offices. Careers via http://job-boards.greenhouse.io/redwoodsoftware","Dear Redwood Software,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
RangerAI's push toward autonomous enterprise operations is exactly the kind of product direction I want next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 21, 2026 5:07 PM",Indian,Medium,Growing. AI-driven automation for enterprise workflows.,Ready,"$383M raised historically (PE-backed, not VC). Leader in Gartner's Magic Quadrant for SOAP (Service Orchestration and Automation Platforms) for 2 consecutive years. Launched Redwood RangerAI (Nov 2025), described as ushering in 'a new era of autonomous operations for the enterprise' — also launched Redwood Insights Premium (Feb 2026) for automation observability. 775 employees, 150 countries served. Open Director of Product Management role for ActiveBatch and Tidal product lines (retention/migration roadmaps). Culture description: 'more structured than startups, less bureaucratic than big tech,' remote-first/flexi-work. Real, profitable, PE-backed automation leader genuinely building AI agent + workflow orchestration — steadier than venture-backed peers in this batch.",https://redwood.com
186,Rippling,"Workforce management platform: HR, IT, payroll, spend in one system. $1.85B raised, $16.8B valuation (Series G May 2025). $1B ARR (March 2026), 78% YoY growth. SF HQ, Bangalore office.",Very positive,,Giant/Unicorn,1cr+,"Parker Conrad (CEO, Co-founder) — http://linkedin.com/in/parkerconrad | X: @parkerconrad | Apply via http://rippling.com/careers","Dear Rippling,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
In the last few months I've gone deeper into AI productivity directly: side projects, the latest tools, mentoring startups, rebuilding my workflows for an AI-led world. Rippling is exactly where I want to do that next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 19, 2026 8:32 AM",Indian,High,"Growing fast. Rippling AI (March 2026): natural-language workflows across HR, IT, finance on shared employee data layer. Permission-aware AI actions.",Ready,"Apply at http://rippling.com/careers. Bangalore office is active. #11 on CNBC Disruptor 50 2026. $1B ARR at 78% growth is exceptional. Rippling AI (March 2026) is the biggest PM bet — natural-language to action across all modules. Active Deel litigation adds risk/distraction. Parker Conrad is reachable on X and LinkedIn. PM bar is very high: compound startup model means you need to think across products, not just one surface.",https://rippling.com
187,Toast,Restaurant management and POS platform. Director of Product role in Bangalore.,Positive,large,Giant/Unicorn,1cr+,Public company (NYSE: TOST). Careers via http://careers.toasttab.com. Bengaluru office confirmed (interview loops include India hires).,"Dear Toast,

The short version of why: 10 years building product in dynamic industries like social media, leading teams of 20+. Early to AI too: I built one of the first AI SaaS products in 2021. It was powered by GPT-3 during its private beta.
Since then I've shipped AI-first products to 25M+ users, generated $50M+ in pipeline, raised $3M from VCs, trained purpose-built models with cutting-edge techniques, and filed a patent that cuts conversational AI costs by 90%.
Toast IQ's expansion into retail and AI voice ordering is exactly the kind of applied AI product work I want next.

More at http://tanishksharma.com.

Tanishk Sharma
+91 89712 58254
http://tanishksharma.com",Website,"June 21, 2026 4:58 PM",Indian,Medium,Growing. AI in restaurant ops and ordering.,Ready,"Named to Fast Company's Most Innovative Companies of 2026. Toast IQ is the flagship AI assistant — expanded into retail (Jan 2026) with inventory/pricing/restocking insights, natural-language prompting. 83%+ of food/beverage retail operators plan to increase AI tool usage in 2026; 86% of restaurant operators report being comfortable using AI per Toast's own survey. Launched Toast Drive-Thru (April 2026) with AI voice ordering integrations (Incept AI partner, more coming). Was in a notable 2025 'hiring binge' per Payments Dive. Interview process is lengthy (7 rounds reported for Bengaluru PM roles) and uses an AI note-taking tool (BrightHire) in interviews, with opt-out available. Solid, growing public company applying AI across POS, retail, and drive-thru — less hypergrowth/startup energy than most of this batch, but stable and real.",https://pos.toasttab.com
